"SHA","Message","","",""
"24394146aa8e988c072407219b5a9a5b03c3b04a","Fixes #159221 (#159222)","","",""
"300a7f597bee41c802dc355ff66b98e5c962a225","Fixes #159271","","",""
"08e456223dd5a2e3e96da0ea7e6eecf644e9d780","Fixes #159136","","",""
"6ec6d9d94dc37e138009d59a33a57d13d142b853","Fix #158219 (#159289)","","",""
"0a7b686a48abb49ce1b46c93e4bf244ca5a3e826","Fix markdown not registering find all references support (#159242)","","",""
"084179a026434f4f2759c29a94594f7a34dd6612","Fixes #157165","All CLA requirements met.","",""
"919c971d70c197520957b0059e191a78315b4860","Fixes #159184 (#159187)","","",""
"52f8bfaf5b37ca79a7ad9d0c3eec8b022c72a2a4","Inherit editor inactive selection colors in terminal (Fix #158899) (#158950)","","",""
"791feffa2e52a93893789bc7cbc79dc5a6398146","Fix auto resume not happening when edit sessions are enabled (#159104)","","",""
"32d9009e2269879dc07c60771599b5ce7a7bbeb3","Migrating the sticky scroll experimental feature to the stable feature. Fixes #159064.","","",""
"e197a11a7dbab67550c076be68f64f37cad660ae","Fix #159061 (#159094)","","",""
"b59b9c4076e4b84365bde2b5dd4e46f991f8f3d8","Fix #158957 (#159093)","","",""
"b4c57ff44f346bf5f6360259166a6d4524c7c98e","Fix #159055 (#159089)","","",""
"138c96bda17884cd5d0e7e5eca4ae9169676adbd","Fix #159072 (#159073)","","",""
"0689b1929e5fc369ca0f5a7a984b01fa6fb305ed","Fix opacity for diabled TreeItem (#159070)","","",""
"56a7b87d162ac28613daec615ef0e65787876ec9","Fixes #158959 (#159058)","","",""
"153ef38517ecc1dd2a3c35bb7b1900b9a297d999","Fixes #158864 (#159053)","","",""
"8c0ff5c1794155c9e962d919e15b506b7ef0f150","Fixes #158723 (#159047)","","",""
"5143b09fce2ab549cb27d7c3efc2f90386d3e915","Fixes #158925 (#159021)","","",""
"a19cb34eacf86a9411b92debd9361ff1e38f054b","Fixes #156874","","",""
"e7f76d71041ddb7e73bdf0cf258b811902dc4c8c","Fix code action menu secondary accept bindings (#158956)","","",""
"c2741a04bc2bac268473133071274c3cf38a04d2","Fixes #158941 (#159018)","","",""
"940abc9c11b3f46ef1f2f38c4c89b4fc0883bc48","Fix workspace edit format for update md paths on move (#158965)","","",""
"b72671133b00473ea3494c01d8dea71965fda5a2","Fix any types and extract method (#158967)","","",""
"3df9bc830145b1ec1b24c411471c86c937a97dae","Fix #148975 (#158969)","","",""
"7eacf7b0c3100a2305b0f6b70393cf467c5914b0","Fix #158885 (#158952)","","",""
"5e7b5a2c2c653f8d79984d893b643aa8c4cc0b95","Fix multi-line border styles","","",""
"9628fab4f8ed5eaf9facefcc98801cc5034d66c2","Fixes edge case (#158888)","","",""
"c921692d90b6f5040180bfbc13664f2d99c6701b","Fixes #158871","","",""
"dcf0c0a141a7cc2acccbbc1abee7c0ae6cab69d5","Fix shifting in cell editors that have horizontal scrollba (#158232)","","",""
"7c6b87497e61a74dd640629983cc43a6cfa6e075","Fix initial application of shell-integration class","","",""
"f6b1d0a73361a1439d75ce11f554029a7b229696","Fixes https://github.com/microsoft/vscode/issues/158571","","",""
"88519c136ac3453854568a525d1a4f98b70b88c3","Fix telemetry SDK intialization warnings (#158612)","","",""
"929a64a6b81abdb167f6ccf69deafe499cbca62c","Fixes scrolling bug in merge editor (#158721)","","",""
"766e410d0994ac42469c975b196516f2413f7f46","Fix outline items collapsing when switching between files","","",""
"33db9a51a56a6c6a15a252802d1cef2b1182c368","Fix layering issue","","",""
"20c950ace003a205ba2ca2b43906c607af9362c5","Fix another comment decoration transparency issue (#158607)","","",""
"b2ea188f9e110143618acf45db333436e070d5bb","Fix pinned items showing when toggling quick input toggles","","",""
"e688cf97e0f3d013cce074d3b36870786018877b","Fixes #157055","","",""
"6fb6056818643c9ef6a2caf1660bcd6075484311","Fixes #157281 (#158503)","","",""
"f68cd335611ba85a02c52240376cd345d91edf0b","Fix loc key typo","","",""
"ff70e089a027e7bfe5d3b9ab4532b853bfd77707","Fixes label update bug. (#158346)","","",""
"d272040854f2cd0a46bb4e0938940c1b2bafc341","Fixes #158289 (#158350)","","",""
"b811724c2856c1c950c32d88489c464d5ee611ba","Fix more Setting editor links in localized text (#158217)","","",""
"f5b90a452b742610519fd8f37fd557e8c39e4411","Fix ""invalid string length"" (#158216)","","",""
"0312703a704ab12ae912b0559a6ffbf3e618895c","Git - Fix text alignment for Sync button (#158167)","","",""
"8b46432df318394789e65aa45423c3983b9db847","Fixes #155030","","",""
"0db156bcfd2af727dd137ba4411994512999c133","Fix edit session view preview of empty added files (#158040)","","",""
"720a61fc28e327a54defe38ca23b5f4602a2d3fe","Fix markdown link diagnostics not updated when directories are renamed / deleted (#157956)","","",""
"003b6bccf9f9e212b2a0d63173b056d714e93ec8","Fixes checkbox layout bug. (#158013)","","",""
"97b054e03bd62777c770157f7130bd3be8e3158c","Fix open and delete of nested files (#157911)","","",""
"a71a077d81f970e8fe3ddad753ac045a7dbaa9eb","Fixes #154643 by always rendering the checkbox in the viewport (#157779)","","",""
"71dcfe37ff048fe4f539aa6bb4cd4ada54679c16","Fix click target size for comment gutter (#157894)","","",""
"51ef5aa060c5b43fca501349aae7b8f75f1e1fcc","Fix comment gutter color (#157892)","","",""
"b2212a1090d77b431470e06b3d717e419617f5fe","Git - Fix more scenarios where the post commit command setting is not honoured. (#157804)","","",""
"f07a9c82259009af17e617f7daaa797901abda87","Fix invalid tree item check for iconPath (#157771)","","",""
"917ee3123fa85ec5321e36f238748ddb91c98283","Fix fish integration script when commandline is empty","","",""
"15e43ca142353fdd35eb3dfed98b831d2656fe79","Fix #157690 (#157761)","","",""
"47cd001778773a6642cf2363a4159959088ae634","Fixes source maps in web worker (#157704)","","",""
"db418c81eddd25f98338e8f4026361c044935337","Fixes bug in diffing algorithm. (#157702)","","",""
"06f2a63a155ee8574327cfef01e7500fae293d50","Fix #157689. Trigger outputs to re-render outputs when missing renderers are installed. (#157692)","","",""
"b247c10516f3dc562ea34b5d61d0bc6b1ccc4833","Fix sort order of fixes with diagnostics (#157682)","","",""
"46106e22c74ab4415628dac45dcb3f4217937280","Fix windows reconnecting to the wrong pty","","",""
"d6fbc866f1e741f52b15fe3f3ec8a85368d4cb06","Fix Simplify bash PROMPT_COMMAND handling commit","","",""
"c4aa585d22e881b851a7709c36eba1e6122c2407","Fix notebook links with empty hashes (#157575)","","",""
"6e725c4c5178a62e52a3f229921b3f1bc3b29c35","Fix typo in file","","",""
"68f83f0fc8ca7300b851c92a9ff48aaf32d1ceb1","#157310 Fix typo (minimum -> maximum) in splitview.ts comment (#157311)","","",""
"ff1d2abb846155fe734a44be0681c951ded62f21","Fix #148390. Update markup cell decoration css rules. (#157539)","","",""
"5168a1a7d73315d55368e8b46cb29da2713198ee","Add env for terminalProcess getCwd unicode path on macOS Fixes https://github.com/microsoft/vscode/issues/83496","","",""
"8eeac1fb2907531d9e23af69a89ba096fd833636","Fix pwsh shell integration tests","","",""
"4a0555d9489a676d6651bcbbc00a2fb374ffb37c","Fix #149606. Refresh notebook editor focus on tab switching. (#157333)","","",""
"0f9323e41100845e1ad12f7d6b49b8b1d9102ef3","Fix #157301. Fix process explorer scrolling (#157305)","","",""
"8671778f8d693e9c953d3f96807654b1afa6de6d","Fix notebook execution test failures (#157290)","","",""
"02505d349941657f0a7af060d48ec5c65e6b6d13","Fix typos in files.ts (#157280)","","",""
"31cc3b89876046f10002e1db59424e6a9fbd079c","Fix suggestEnabledInput text selection contrast (#157172)","","",""
"07e45c5a71b338bac1815417f4c69d29cd643d05","Fix package version (#157202)","","",""
"b012216211e7f9eb6c24ac8690e5d073f9fb9081","Fix markdown images having duplicate ids (#157177)","","",""
"7ab8872dfe15197108be3bf817706190fc05b23c","Fix interactive and untitled notebook base uri (#157198)","","",""
"81bc5f3326c6b1769fa9b1dea9a1a739e6d7b347","Fix #147912 (multipleSessionWarning debug option) (#147914)","","",""
"5128ff1c6aa0bad9b0e6435ffac31b5791c24137","Fix error when evaluating lazy expression that doesn't exist in the variables view (#157167)","","",""
"c28357289742974f2400af33099c459e0b755d29","Fix #154358. Avoid dom update in resize observer handler (#157147)","","",""
"321a0317f01eecb3e6703995b4e0253b62f5b526","Fix panel tab outline offset (Fix #146856) (#157132)","","",""
"cd9d43bebda91234d325956381e678026f5a1aa3","Fix search editor title not updating (#156011)","","",""
"411b38306637a7e88f0951d07362fc6d522b8718","Fix too many timeline settings removed (#157110)","","",""
"740ba5c3d43286f0419ddb8290e1264a8606e4ed","Fix tests after codicon changes","","",""
"a951adfd4facdc9244c5608a159d9c7b7cd6b95e","Fix sorting of preferred refactorings above quick fixes (#157047)","","",""
"3220a9159e0279b27de6215b62e71ef9724363e0","Make sticky scroll disappear on the line before the end of the scope. Fixes #156999.","","",""
"1d4f22aea824367fdc93c9dae84ec698a59b9abe","Removing duplicate lines by using filter instead of splice. Fixes #157054.","","",""
"0ccc4d94791bfa33faa8bb66eed4f60477ea70da","Fix #149457. Duplicate Action getter (#157063)","","",""
"d07eb95444b73922d28596e8479277e50a060d3a","Fix getting initial configs from debug adapter (#157051)","","",""
"012cfb2795b4874c7e520ef0b43f92d0b0866dcf","Fixes #155309 (#157048)","","",""
"9f80085795235a542238b1350759d3521031f2ab","Fix language-specific tab expansion and polish (#157035)","","",""
"4ea6a27637094a99e0551331c44a2446bcbf7273","Fix duplicated intersected label highlight (#157000)","","",""
"b39e5d436abb928a0296682fec44a4ebf59d5331","Removing the splice in the render function. Correct ranges constructed in the updateOutlineModel function. Fixes 156881.","","",""
"16ecdd2b42802d53af7cd55d8ee4c556ccd0cedb","Fix tests by allowing xterm proposed api","","",""
"501216b18c01fd86985e7134634a9466655288f3","Adapt sticky scroll to lineNumbers option. Fixing #156744","","",""
"dd2e6f4175a50b35604bb4c8bda20be41f2041b3","Fix #154077 (#156975)","","",""
"bc137bb7452fad93433506e6fb6d369ecdb68ed1","Fix #154072 (#156968)","","",""
"e3267b75c669021d916e437d9245ce9f0c0c8680","Fix onDidDeleteMarkdownDocument not hooked up (#156913)","","",""
"f236be6a6de89aa6cd6f41c25e532b4a3a114627","Adding the click event to the dom.addDisposableListener. Fixes #156879. (#156891)","","",""
"dac86fc1978d67afe461e2b6b4be47048ce14569","Fix #156696 (#156866)","","",""
"8bd41544eeff415daa09e404bf89b61cbc262a44","Fix isStandalone when PWA entering fullscreen (#156424)","","",""
"817d4180c1b79ec2c29fa3d3192d5c626059820b","Fix typo in documentation for tabSize","All CLA requirements met.","",""
"25fd5e204e1f165cd1b25e1508b590ffaf3a2a06","Fix #156698 (#156799)","","",""
"84dc769b20d232daa03472cb29d3ccc67b91e3e7","Include namespace in the sticky scroll. Fixes https://github.com/microsoft/vscode/issues/156611. (#156649)","","",""
"d708be4ae49cc3144c50d52dc9dcb5e0807a6f2f","Fixes #156645: Change the sticky scroll option to `editor.experimental.stickyScroll`","","",""
"5d16a27d452dbbd1f6fc77ea2330a4f1139b06cc","Rendering the sticky line when one pixel into the line. Fixes #156566.","","",""
"589aba9097a564d85719a4c955a06e377aa96365","Filtering the ranges with the hidden ranges from folding. Fixes #156268.","","",""
"cb7a75ea2d379ed103314ecd5887edddf4f08efb","Consider using regular folding icons for manual or preserved folding ranges. Fixes #156279 (#156573)","","",""
"e65cf31952eb7d7a925b12da13726ea832c56b34","Fix view model event and expose a way to get hidden areas (#156571)","","",""
"463d53f24eac85c81e57371135c3bc744157d5e1","Fixes #156328: Use editor API to determine the top and bottom for line numbers","","",""
"3f502b2bcff29d983b67c5a145ad10524c080d49","Fix #154485 (#156533)","","",""
"b4d5b4ed69af953901051b1f049851b9dca3563e","Fix #156468 (#156528)","","",""
"4ee1d1a248dee5a5c5902bedadd094784366c8c6","Fix #153942 (#156525)","","",""
"916f7677fceedc80bfa3dbc037daddb78e949b01","Fix #156321 (#156524)","","",""
"083728eb874d5b1529db7b7ab29e3cce476c694b","Fix drop indicator showing up even if you have disabled dropIntoEditor (#156506)","","",""
"08145fe1e47c929f28d4210f48294ac4d8a55f3d","Fixed label on Code Action hover","","",""
"4aa9759988b08626cf8a34ceaa9519c9af3e8676","Fix webview providerId not being restored on reload (#156492)","","",""
"9db76b0b15ac879d6bf6de68fb94c8ebf6331bc8","Fix #156477. Interactive Window Restore (#156480)","","",""
"c8cf34a36f6ee3dcc5f75fdcc175e0346bf12b54","Fixes #156037 by not highlighting non-conflicting changes. (#156482)","","",""
"31266e21424152d9146f32ee74bc6a4bc6e91c0c","Fixes #156180 by tweaking merge editor result shadow & gutter width (#156463)","","",""
"ab836c829b6f73cc64fd78146d5c91e1f60924ac","Fixes #153961 by checking if models are disposed.","","",""
"c6990190a4a670a32d89d1f7cf5f21a9a1af8e2a","Fixes https://github.com/microsoft/monaco-editor/issues/3070 (#156449)","","",""
"4474dab2fa8dcc12ece25e27b6422d3963e70fd6","Fix #156369 (#156433)","","",""
"d01945923ca286e0ed113f47ab7020f5d1de4723","Git - Fix regression with Commit action button icon (#156417)","","",""
"f1458c0b4cbec35a219a237f031c1a1ad1e711c1","Adds color contrast and shadow Fixes #156257 Fixes #156329","","",""
"2cc280494ed8fd2429afff8b5ad2ec18ab1d1dc7","Fixing the issue with model not appearing on undo (control+z)","","",""
"42f2178106b708a85c12d356450fc2c729f9f8a4","Fixing the line jumps in the sticky scroll by allowing overflow and setting whitespace=nowrap.","","",""
"b2f56496561a0d08adfecd1bbc447d5e4d1c036e","Fix monaco.d.ts and EditorOption enum type error","","",""
"0e38fdea94b638136fefcb62884dcaad54994e22","Fix #107657 (#156233)","","",""
"d98ae61984ff0652d54d3324afb11bbf68e428cb","Fix #155878 (#156197)","","",""
"458d44cfc4bd2e22a1ba658e8581606a0a3a55f9","Fix: incorrect calculation of the depth","","",""
"1a7d1b4230ea418f2261b1efe716513bca1d7b32","Fix missing label changes (#156164)","","",""
"087b9f7c4238caafe01f7e7b646aa8120d20ad49","Fix: implementing sticky scroll for when several outline elements end on the same line","","",""
"b2d1545f1585c5b4f09c3369a78646edf27d9937","Fix bug in merge editor dev commands (#156155)","","",""
"cd41274a1af830bb64c8e704f76874d3651fa78b","Fix: When two outline elements start on the same line","success","",""
"e7a5e2f09abe25031e8be4af0ec8690420570df6","Fix tab position when wrapping tabs (#156116)","","",""
"0bdda74589cc0dcfcf51698ee6d50ae0a4cacac7","Fix typo in languageDetectionWorkerServiceImpl.ts (#155923)","","",""
"28fa84f03524d0ec6a3640f9e322db3d11b8dee5","Fix selection when reach boundaries of the terminal","","",""
"f9b9ffe1ef6f9ce5ebde75dec14fdb8700833aeb","Fix deprecation message (#156008)","","",""
"ba8b7694eece504e2fcab8d64a68b3ccc5ca8d4b","Fix space folder link test","","",""
"e5e0f9a149fb838ac4a78b66ca6c1122621b2aae","Fix Socks5 Proxy Regex Checking Warning","","",""
"3842ef9a4af3d164c58facf6641d89be0fe55250","Fixed issue where status bar can overflow without affecting notification beak (#155649)","","",""
"7f6984e71bd9f05edeb1ecf9762cc0f3c9920feb","Fix copy paste for files (#155915)","","",""
"f74d2c0f62276e9d90f37a00b732a8b7fffd57d4","Fix JSON Settings editor commands wrt Setting profiles (#155884)","","",""
"e77fa1fb8bc6b239479d664d8db613761736311a","Problems view - Fix issue with the SCM input label provider when problems are displayed in a tree view (#155853)","","",""
"ace330ba2cf74bd3b98013a01a037f48ff611a2b","SCM - Fixed a regression due to which post-commit commands were not being executed (#155824)","","",""
"82c6c5547f901f6a416279702f08d2d4c4cf50d1","Show only one active focused tab across editor groups in hc themes (Fix #145563) (#155776)","","",""
"3d12b57d82b2f97fa24a9a585a3e1e347295a538","Fix tree error from telemetry (#155719)","","",""
"0b2c56eb7bd17afd1a0dfd175612743d39b154fb","Fix #114461 (#151824)","","",""
"2936058b31acc795e5e4bae0040be40134d771d9","Fixes #154755 (#155706)","","",""
"6519955afaa4fa55e10d5f695686c184485de538","Fixes","All CLA requirements met.","",""
"3d5662f389a90045e37381547dc7cfc41ca523ff","Fix find with multiline regexes (#155672)","","",""
"ca8c68b380e2a131f4003d188e60b93d81a601b7","Fixes #155571 (#155608)","","",""
"159a10972672fe6e3c874d0ee61741959a2b4f35","Fix #155570 (#155620)","","",""
"becd1f58bcb464277ee3b3c1c38df68e61c97767","Fix shell integration left padding on splits and editors","","",""
"54375a03b87cbd97d6fd87cd006d66292d436029","Fixes #152175 by limiting bracket query recursion depth to 200. (#155594)","","",""
"425a6dec811366e465958b57d0121413a4b538dc","Fix notebook perf markers (#155266)","#20220715.83 failed","",""
"b40bbdda5bab954499e4f109f929a731271bc91a","Fix #155131 (#155334)","","",""
"f3b174ef7dbfb94f64536946d7087fb45180755c","Fixed wrong SignatureInformation.activeParameter comment (#155279)","","",""
"8630720a0be1b108de818e84576350d9a7e63784","Fixes #155179 by implementing DeprecatedExtensionMigratorContribution (#155318)","","",""
"1d6c89473e4ad7dd6164352909e099cf75faaa8e","Commit Button - Fix issue related to button opacity when button is disabled (#155301)","","",""
"d17e30f8b4c315e72f6c3bb537fd7822a25c8001","Fix #155157 (#155290)","","",""
"1e6ee2cc6bb058ef9ef132e7c2327eec9ad46b6d","Fix #155158 (#155288)","","",""
"394eaa9fa3605c60d5391a11ea4214657edd71f9","Fix md document links for untitled files (#155248)","","",""
"4b6b842d031ccfcbc27d23093ee7cfda6a674fb5","Fix unhandled promise rejections for debug commands (#155220)","","",""
"442f0bed1ad793ab973348906e75296f2d177b8d","Fix: do not delete partially applied edit sessions (#155218)","","",""
"2d126f68851876e1e367dcb42491d5359897a185","Fix link regex groups","All CLA requirements met.","",""
"6ea779daca159d8a56294b4e8efa81139b6fe2e7","ðŸ› Fix not resolving variables `SnippetSession.createEditsAndSnippetsFromEdits` method","","",""
"6a900fc3714fcfe5bceed8f088be46eb35c8a410","Fix #154950 (#155089)","","",""
"9bed8738a70050510a9fa1e5e55d3d1f4b6c451b","Fix #153860 (#155086)","","",""
"a03ebcaa0d915e1cc0c795cc3b4c58452f6587a3","Fix #150836 (#155081)","","",""
"2c992c7b7da9338d3914d980337b04505fdc3ae8","Fix typo in files.contribution.ts (#155016)","","",""
"052d5b0027f6c9d64c8ca35955cb5117ba94d5d7","Fix issue with kernel preselection being overridden by view state (#154968)","","",""
"18d44051cd7d0b15097c6c9afd9af16add88f56c","Fix #151981. Avoid re-focus output when output already has focus. (#154991)","","",""
"66d8947f84b6dba315d577983ea1968c70718c74","Fix #154963 (#154975)","","",""
"077c168e1298c7ff8d9fb5fa0b2cc5340e6833b5","Fix #151921 (#154936)","","",""
"112b2d050c8398e74360fcb2219af76ad51e8aa5","Fix menu shortcuts not working after a webview is shown (#154648)","","",""
