Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #9603 from electron/printer-info-options
Merge pull request #10254 from zachflower/feature/simple-fullscreen-mode
Merge pull request #10429 from qazbnm456/web-request-origin
Merge pull request #9814 from shubham2892/fix-fullscreen-with-resizable-flag
Merge pull request #10497 from Toinane/fix-word-docs
Merge pull request #10499 from miniak/doc-fix
Merge pull request #10366 from syohex/window-close-order
Merge pull request #10393 from j3l11234/fix_mac_crack
Merge pull request #10492 from electron/libcc-latest
Merge pull request #10355 from owais/master
Merge pull request #9896 from ferreus/dev/vladimir_8017
Merge pull request #10487 from Toinane/fix-word-docs
Merge pull request #10321 from kaylanm/macos-native-tab-api
Merge pull request #10307 from liusy182/10240-theme-color-2
Merge pull request #10305 from ivmirx/macos-accessibility
Merge pull request #10271 from kaylanm/macos-native-tab-menu-items
Merge pull request #10481 from John2143/fix-docs
Merge pull request #10472 from lucaslopes/patch-1
Merge pull request #10469 from electron/fix-save-dialog-extension-macos
Merge pull request #10454 from electron/MarshallOfSound-patch-1
Merge pull request #10453 from bpasero/fix-10448
Merge pull request #10303 from MathieuDebit/doc/fix-desktopcapture-example
Merge pull request #10333 from electron/more-releasing-tips
Merge pull request #10396 from electron/cleanup
Merge pull request #10395 from electron/fix_exit_crash2
Merge pull request #10394 from electron/another-async-crash
Merge pull request #10389 from electron/move-issue-template
Merge pull request #10380 from electron/MarshallOfSound-patch-1
Merge pull request #10277 from electron/re-enable_debug_mode
Merge pull request #10214 from psh0628/contextisolation-sandbox-fix
Merge pull request #10215 from electron/update-chromium-upgrade-docs
Merge pull request #10356 from electron/update-browser-window-docs
Merge pull request #10298 from electron/update-external-binaries
Merge pull request #10232 from electron/drag-browser-view
Merge pull request #10328 from electron/bump-@types-node-to-8
Merge pull request #10219 from HAMIDx9/master
Merge pull request #10279 from electron/fix-10279
Merge pull request #10318 from electron/module-version
Merge pull request #10308 from electron/native-view
Merge pull request #10293 from electron/notification-sounds
Merge pull request #10251 from electron/new-update-docs
Merge pull request #10304 from kyo-ago/patch-1
Merge pull request #10306 from lisurc/patch-1
Merge pull request #10280 from electron/fix-10280
Merge pull request #10275 from electron/windowclose-exception
Merge pull request #10273 from rhysd/doc-fix-optional-args
Merge pull request #10289 from electron/fix-compile
Merge pull request #14 from enlight/nullptr-converter
Merge pull request #10264 from electron/fix-sandbox-crash-on-background-tab
Merge pull request #10081 from renaesop/master
Merge pull request #10183 from andens/mouse_forward
Merge pull request #10283 from electron/welcome-probots-config
Merge pull request #9946 from electron/upgrade-to-chromium-59
Merge pull request #10253 from electron/improvements-for-libcc-development
Merge pull request #10266 from electron/revert-10250-remove-preinstall-no-op
Merge pull request #10250 from electron/remove-preinstall-no-op
Merge pull request #10230 from electron/prerelease
Merge pull request #10246 from electron/another-final-step-in-releasing
Merge branch 'drag-browser-view' of https://github.com/electron/electron into drag-browser-view
Merge pull request #10223 from ajmacd/shutdown-desktop-capturers
Merge pull request #10225 from electron/more-installation-tips
Merge pull request #10172 from electron/publish-prebuilt
Merge branch 'publish-prebuilt' of https://github.com/electron/electron into publish-prebuilt
Merge pull request #9988 from kant2002/patch-1
Merge pull request #10160 from liusy182/liusy182-10128-asar
Merge pull request #9918 from alexstrat/add-extensions-loading-api
Merge pull request #10209 from electron/rollback_debug_mode
Merge pull request #10204 from electron/revert-9961-fix-window-opener
Merge pull request #10190 from electron/update-releasing-guide
Merge pull request #10157 from runinspring/patch-2
Merge pull request #9961 from electron/fix-window-opener
Merge branch 'master' into publish-prebuilt
Merge pull request #10181 from electron/mocha-grep-docs
Merge pull request #10175 from electron/fix-more-crashes
Merge pull request #10173 from electron/update-glosssary
Merge pull request #10162 from electron/native-image-crashes
Merge pull request #10161 from electron/fix-cross-linux
Merge pull request #10148 from electron/fix-arm-deps
Merge pull request #10070 from electron/fix-dbus-menu
Merge pull request #10099 from electron/leak-node-environment
Merge pull request #10138 from electron/improve-linux-build-instructions
Merge pull request #10097 from liusy182/liusy182-browserview
Merge pull request #10126 from electron/fix-travis
Merge pull request #10131 from alopix/patch-1
Merge pull request #10133 from electron/fix-scrubber-continuous
Merge pull request #10125 from electron/autoupdater_prefix_error_string
Merge pull request #10127 from electron/fix-heading-levels-for-class-docs
Merge branch 'master' into publish-prebuilt
Merge pull request #10116 from electron/ignore-npmrc
Merge pull request #10113 from lsegal/patch-1
Merge pull request #10062 from joe-re/translate-keyboard-shortcut-doc-to-japanese
Merge pull request #10085 from electron/fix-windows-store-guide-typo
Merge pull request #10103 from fab1an/doc-fixes
Merge pull request #9975 from wayne-kim/patch-5
Merge pull request #10075 from alexstrat/fix/fix-content_scripts-match
Merge pull request #9951 from alexstrat/fix-chrome-storage
Merge pull request #10053 from electron/debug_mode
Merge pull request #10071 from electron/update-external-binaries
Merge pull request #10058 from electron/installation-woes-q-and-a
Merge pull request #9819 from ferreus/dev/vladimir_fix9231
Merge pull request #9989 from electron/check-for-leaks
Merge pull request #9834 from shubham2892/input-type-file-treating-packaged-app-as-directory
Merge pull request #10008 from qazbnm456/fix-pdf-viewer
Merge pull request #10015 from electron/input-dialog-filter-titles
Merge pull request #10050 from electron/native-window-open-experimental
Merge pull request #10049 from electron/debugging-typo
Merge pull request #9972 from electron/merge-web-preferences
Merge pull request #10048 from electron/revert-debug-build-9934
Merge pull request #10046 from omerfarukozdemir/master
Merge pull request #9962 from ferreus/dev/vladimir_fix_8768
Merge pull request #10004 from TiagoDanin/RevisionDoc-PT_BR
Merge pull request #9855 from electron/paulcbetts-patch-1
Merge pull request #9953 from alexstrat/fix-content-scripts-url-used-in-match
Merge pull request #9947 from njbmartin/patch-1
Merge pull request #9788 from shubham2892/Add-option-to-show-title-text-in-titlebar-in-fullscreen
Merge pull request #9745 from yuya-oc/input-allow-all-files
Merge pull request #9695 from shubham2892/alwaysOnTop-window-disappears-when-restored-fix
Merge pull request #9983 from electron/devtools-mixed-sandbox
Merge pull request #10003 from electron/disabledomainblocking
Merge pull request #9991 from electron/surface-runas-require-errors
Merge pull request #9974 from wan-qy/master
Merge pull request #9959 from electron/add-OSR-to-glossary
Merge pull request #9967 from electron/upgrade-libcc
Merge pull request #9963 from wayne-kim/patch-3
Merge pull request #9964 from Raul6469/master
Merge pull request #9931 from fasterthanlime/patch-1
Merge pull request #9929 from alexeykuzmin/fix-assert-message
Merge pull request #9903 from miniak/notification-subtitle
Merge pull request #9857 from alexeykuzmin/add-enable-osr-flag
Merge pull request #269 from electron-userland/typescript-1-7-4
Merge pull request #9892 from electron/upgrade-pdf-viewer
Merge pull request #9837 from electron/notification-actions
Merge pull request #9760 from shubham2892/Add-mouse-enter-and-mouse-exit-event-for-Tray
Merge pull request #9852 from electron/webcontents-ignorekeyboardshortcuts
Merge pull request #9644 from electron/webview-sandbox
Merge pull request #9883 from electron/ipc-return-value
Merge pull request #9881 from electron/fix-crash-reporter-typo
Merge pull request #9870 from electron/IME
Merge pull request #9743 from electron/number-accelerator-modifier
Merge pull request #9828 from electron/fix-browserview-file-chooser-crash
Merge pull request #9853 from electron/before-input-event
Merge pull request #9856 from electron/paulcbetts-patch-2
Merge pull request #9754 from t-hofmann/patch-1
Merge pull request #9847 from timfish/patch-1
Merge pull request #9772 from electron/add-crt-to-glossary
Merge pull request #9778 from lepinay/patch-1
Merge pull request #9826 from ccnokes/patch-1
Merge pull request #9725 from danielma/dma/native-tab-new-button
Merge pull request #9396 from drulm/printtopdf-custom-pagesize
Merge pull request #9824 from electron/fix-9139
Merge pull request #9764 from electron/dynamic_crt
Merge pull request #9798 from electron/tonyganch/10.13-transparent-titlebar
Merge pull request #9808 from Gryff/master
Merge pull request #9801 from electron/update-electron-email
Merge pull request #9800 from electron/fix-typo
Merge pull request #9784 from calmandniceperson/master
Merge pull request #9782 from jotafeldmann/patch-1
Merge pull request #9768 from electron/update-breaking-changes
Merge pull request #9769 from electron/deprecate-hidden-inset
Merge pull request #9610 from shubham2892/incorrect-file-extension-with-showSaveDialog-fix
Merge pull request #9767 from electron/document-wc-focus
Merge pull request #9751 from electron/optional-spelling
Merge pull request #9724 from electron/bump-standard-markdown
Merge pull request #9741 from electron/webview-visibility-state
Merge pull request #9588 from electron/poiru/dialog-default-file-name
Merge pull request #9755 from Nirmal4G/docs-fixes
Merge pull request #9645 from dharders/issue6036-fix-windows-fullscreen-startup-toggle
Merge pull request #9700 from brenca/pdf-zoom-improvements
Merge pull request #9750 from electron/path-csd-props
Merge pull request #9721 from brianfajardo/patch-1
Merge pull request #9733 from qazbnm456/patch-1
Merge pull request #9739 from electron/inspect_flag_fork_patch
Merge pull request #9738 from electron/upgrade-crashpad
Merge pull request #9716 from dakira/fix-9046
Merge pull request #9706 from KagamiChan/master
Merge pull request #262 from electron-userland/ts-1-7-3
Merge pull request #9703 from electron/patch-cookies-docs
Merge pull request #9704 from electron/upgrade-libcc-gpu-fix
Merge pull request #9599 from electron/fix-type-defs
Merge pull request #9687 from electron/fix-custom-window-button-view
Merge pull request #9178 from electron/visibilitystate
